Nama Dosen,Bidang,Judul Publikasi,Authors,Citation,Year,Judul Publikasi English
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,An Automatic Brain Tumor Segmentation Using 3D Residual U-Net,"DNK Hardani, HA Nugroho, I Ardiyanto",,2022,An Automatic Brain Tumor Segmentation Using 3D Residual U-Net
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,PlasmoID: A dataset for Indonesian malaria parasite detection and segmentation in thin blood smear,"HA Nugroho, R Nurfauzi, E Murhandarwati, P Purwono",,2022,PlasmoID: A dataset for Indonesian malaria parasite detection and segmentation in thin blood smear
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,A new approach for sensitivity improvement of retinal blood vessel segmentation in high-resolution fundus images based on phase stretch transform,"K Firdausy, O Wahyunggoro, HA Nugroho, MB Sasongko",,2022,A new approach for sensitivity improvement of retinal blood vessel segmentation in high-resolution fundus images based on phase stretch transform
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,No reference image quality assessment of retinal image for diabetic retinopathy detection based on feature extraction,"T Yulianti, HD Septama, R Himayani, HA Nugroho, NA Setiawan",,2022,No reference image quality assessment of retinal image for diabetic retinopathy detection based on feature extraction
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Performance Review of Ensemble Learning Method Use in COVID-19 Case Detection,"VF Fadli, I Soesanti, HA Nugroho",,2022,Performance Review of Ensemble Learning Method Use in COVID-19 Case Detection
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,The Impact of Filtering for Breast Ultrasound Segmentation using A Visual Attention Model,"DNK Hardani, HA Nugroho, I Ardiyanto",,2022,The Impact of Filtering for Breast Ultrasound Segmentation using A Visual Attention Model
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Image Enhancement Techniques on Chest X-Ray Images to Improve COVID-19 Detection,"TM Abdussalam, HA Nugroho, I Soesanti",,2022,Image Enhancement Techniques on Chest X-Ray Images to Improve COVID-19 Detection
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Toward Detection of Small Objects Using Deep Learning Methods: A Review,"D Wahyudi, I Soesanti, HA Nugroho",,2022,Toward Detection of Small Objects Using Deep Learning Methods: A Review
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Tuning LQR Parameters using Neuro Evolution of Augmenting Topologies (NEAT) on a Double Pendulum Cart,"HA Nugroho, AI Cahyadi, I Ardiyanto",,2022,Tuning LQR Parameters using Neuro Evolution of Augmenting Topologies (NEAT) on a Double Pendulum Cart
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Similarity measurement on digital mammogram classification,"E Alimudin, HA Nugroho, TB Adji",,2022,Similarity measurement on digital mammogram classification
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Quantitative analysis of inter-and intrahemispheric coherence on epileptic electroencephalography signal,"I Wijayanto, R Hartanto, HA Nugroho",,2022,Quantitative analysis of inter-and intrahemispheric coherence on epileptic electroencephalography signal
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Intelligent Diabetic Retinopathy Detection using Deep Learning,"HA Nugroho, EL Frannita",,2021,Intelligent Diabetic Retinopathy Detection using Deep Learning
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Thyroid Cancer Classification using Transfer Learning,"HA Nugroho, EL Frannita",,2021,Thyroid Cancer Classification using Transfer Learning
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,An Automated Detection and Segmentation of Thyroid Nodules using Res-UNet,"HA Nugroho, EL Frannita, R Nurfauzi",,2021,An Automated Detection and Segmentation of Thyroid Nodules using Res-UNet
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Analysis of Retinal Nerve Fiber Layer for Classification of Glaucoma,"HA Nugroho, I Ardiyanto, EL Frannita",,2021,Analysis of Retinal Nerve Fiber Layer for Classification of Glaucoma
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Twin Rotor MIMO System Control using Linear Quadratic Regulator with Simechanics,"HA Nugroho, AI Cahyadi, I Ardiyanto",,2021,Twin Rotor MIMO System Control using Linear Quadratic Regulator with Simechanics
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Improving Multi-Class Motor Imagery EEG Signals Classification Using Ensemble Learning Method,"DK Nugroho, NA Setiawan, HA Nugroho",,2021,Improving Multi-Class Motor Imagery EEG Signals Classification Using Ensemble Learning Method
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Sistem Pakar Deteksi Minat Untuk Pemilihan Jenjang Karir Menggunakan Metode Certainty Factor,"MT Farid, HA Nugroho, I Hidayah",,2021,Interest Detection Expert System for Selecting Career Paths Using the Certainty Factor Method
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Sistem Rekomendasi Minat Anak Menggunakan Alat Tes Rothwell Miller Interest Blank Berbasis Web,MT Farid,,2021,Child Interest Recommendation System Using Web-Based Rothwell Miller Interest Blank Test Tool
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Global Threshold Using Otsu and Active Contour for Detection of Malaria Parasites in Thick Blood Smear,"AS Sumi, HA Nugroho, R Hartanto",,2021,Global Threshold Using Otsu and Active Contour for Detection of Malaria Parasites in Thick Blood Smear
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Wrapper Subset Feature Selection for Optimal Feature Selection in Epileptic Seizure Signal Classification,"I Wijayanto, R Hartanto, HA Nugroho",,2021,Wrapper Subset Feature Selection for Optimal Feature Selection in Epileptic Seizure Signal Classification
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Plasmodium Parasite Detection Using Combination of Image Processing and Deep Learning Approach,"AR Prananda, HA Nugroho, EL Frannita",,2021,Plasmodium Parasite Detection Using Combination of Image Processing and Deep Learning Approach
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Measurement and Classification Retinal Blood Vessel Tortuosity in Digital Fundus Images,"RA Aras, HA Nugroho, I Ardiyanto",,2020,Measurement and Classification Retinal Blood Vessel Tortuosity in Digital Fundus Images
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Implementing Term Frequency-Inverse Term Frequency at Tweets in Indonesian Fraud Crime Cases,"H Ulfatriyani, HA Nugroho, I Soesanti",,2020,Implementing Term Frequency-Inverse Term Frequency at Tweets in Indonesian Fraud Crime Cases
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Image Counting Berbasis Citra Realtime untuk Mengendalikan Arus Lalu Lintas Menggunakan Phyton dan Matlab,"I Setiawan, W Dewanta, HA Nugroho, H Supriyono",,2020,Realtime Image Based Image Counting to Control Traffic Flow Using Python and Matlab
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Automated identification of 3D lung CT image orientation,"HA Nugroho, R Nurfauzi, EL Frannita",,2020,Automated identification of 3D lung CT image orientation
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Feature Selection Using Rough Set Theory Algorithm for Breast Cancer Diagnosis,"DNK Hardani, HA Nugroho",,2020,Feature Selection Using Rough Set Theory Algorithm for Breast Cancer Diagnosis
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Adaptive Localization and Segmentation of Optic Disc using K-means and Active Contour,"A Hutami, HA Nugroho, EL Frannita, R Nurfauzi",,2019,Adaptive Localization and Segmentation of Optic Disc using K-means and Active Contour
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Classification of Palm Gesture Pattern by Using Statistical Features,"HA Winarno, I Soesanti, HA Nugroho, T Rahmawati",,2019,Classification of Palm Gesture Pattern by Using Statistical Features
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Pengolah Citra Sebagai Solusi Kemacetan Di Kota Besar,"I Setiawan, W Dewanta, HA Nugroho, H Supriono",,2019,Image Processing as a Solution to Congestion in Big Cities
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,"Dark lesion elimination based on area, eccentricity and extent features for supporting haemorrhages detection","V Yulyanti, HA Nugroho, I Ardiyanto, WKZ Oktoeberza",,2019,"Dark lesion elimination based on area, eccentricity and extent features for supporting haemorrhages detection"
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,The Use of Multiple MP3 Audio Files for Additional Steganography Capacity,"R Indrayani, HA Nugroho, R Hidayat, D Ariyus, Y Pristyanto",,2019,The Use of Multiple MP3 Audio Files for Additional Steganography Capacity
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Performance Analysis of the Windowing Technique on Elbow Joint Angle Estimation Using Electromyography Signal,"O Wahyunggoro, HA Nugroho",,2018,Performance Analysis of the Windowing Technique on Elbow Joint Angle Estimation Using Electromyography Signal
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Evaluation of seismic data quality based on seismic data acquisition result using buried geophone on condition of a thick weathered layer,"HA Nugroho, T Suroso, S Supriyanto",,2018,Evaluation of seismic data quality based on seismic data acquisition result using buried geophone on condition of a thick weathered layer
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Toward Cancer Antiangiogenic Therapy: A Strategy for Determining Optimal Inhibitor Dose Level Based on Mathematical Model,"BR Dewangga, HA Nugroho, S Herdjunanto",,2018,Toward Cancer Antiangiogenic Therapy: A Strategy for Determining Optimal Inhibitor Dose Level Based on Mathematical Model
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Performance Analysis of the Windowing Technique on Elbow Joint Angle Estimation Using Electromyography Signal,"T Triwiyanto, O Wahyunggoro, HA Nugroho, H Herianto",,2018,Performance Analysis of the Windowing Technique on Elbow Joint Angle Estimation Using Electromyography Signal
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Upper Limb Elbow Joint Angle Estimation Based on Electromyography Using Artificial Neural Network,"O Wahyunggoro, HA Nugroho",,2018,Upper Limb Elbow Joint Angle Estimation Based on Electromyography Using Artificial Neural Network
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Analysis of texture for classification of breast cancer on mammogram images,"HA Nugroho, HR Fajrin, I Soesanti, RL Budiani",,2018,Analysis of texture for classification of breast cancer on mammogram images
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Fault Diagnosis for Distribution Feeder Base on Fuzzy Logic,"A Nugroho, Y Mulyadi, AG Abdullah, ABD Nandiyanto",,2018,Fault Diagnosis for Distribution Feeder Base on Fuzzy Logic
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Fractality evaluation for pulmonary crackle sound using the Degree of Self-Similarity,"A Rizal, R Hidayat, HA Nugroho",,2018,Fractality evaluation for pulmonary crackle sound using the Degree of Self-Similarity
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,A robust automated system for detecting and recognising the digit of electrical energy consumption number of the postpaid kWh-meter,"H Pujiharsono, HA Nugroho, O Wahyunggoro",,2017,A robust automated system for detecting and recognising the digit of electrical energy consumption number of the postpaid kWh-meter
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,A New Approach for Detection of Retinal Haemorrhages in Colour Fundus Images,"HA Nugroho, L Listyalina, DA Dharmawan",,2017,A New Approach for Detection of Retinal Haemorrhages in Colour Fundus Images
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Retinal image enhancement and analysis for diabetic retinopathy assessment,"AFM Hani, H Nugroho, LI Izhar, NF Ngah",,2017,Retinal image enhancement and analysis for diabetic retinopathy assessment
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Modified image segmentation using sectional thresholding for passport-type image,"N Thein, HA Nugroho, TB Adji, IW Mustika",,2017,Modified image segmentation using sectional thresholding for passport-type image
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Estimating 3D gaze in physical environment: a geometric approach on consumer-level remote eye tracker,"S Wibirama, RR Mahesa, HA Nugroho, K Hamamoto",,2017,Estimating 3D gaze in physical environment: a geometric approach on consumer-level remote eye tracker
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Peranan Kontur dan Slope dalam Pengenalan Keaslian Tanda Tangan Menggunakan Dynamic Time Warping dan Polar Fourier Transform,"IDEK Ratri, HA Nugroho, TB Adji",,2016,The Role of Contours and Slopes in Signature Authenticity Recognition Using Dynamic Time Warping and Polar Fourier Transform
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Analysis of shape features for lesion classification in breast ultrasound images,"HA Nugroho, I Soesanti",,2016,Analysis of shape features for lesion classification in breast ultrasound images
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Computer-Aided Detection (CAD) Berbasis Intensity Correlation Analysis (ICA),"L Choridah, NH Setyawan, F Najamuddin, HA Nugroho",,2016,Computer-Aided Detection (CAD) Berbasis Intensity Correlation Analysis (ICA)
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Pengaruh Kebugaran Fisik dan Perbedaan Waktu Pagi-Malam pada Cybersickness Saat Memainkan Video Game Simulasi Mengemudi,"B Muhammad, W Sunu, AN Hanung, W Titis, NW Mumtaz",,2016,Effects of Physical Fitness and Morning-Night Time Difference on Cybersickness When Playing Driving Simulation Video Games
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,KLASIFIKASI GELOMBANG OTAK UNTUK KEAMANAN MENGGUNAKAN METODE VOTING FEATURES INTERVAL 5 DAN DUA-TAHAP OTENTIKASI BIOMETRIK,"NR Setiawan, NA Setiawan, HA Nugroho",,2015,BRAIN WAVE CLASSIFICATION FOR SECURITY USING VOTING FEATURES INTERVAL 5 AND TWO-STAGE BIOMETRIC AUTHENTICATION METHODS
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Studi Awal Analisis Penerimaan SIMDA versi 2.7 serta Dampaknya Terhadap Pengguna (Studi: Pemerintah Provinsi Kalimantan Tengah),"T Mubarokah, PI Santosa, HA Nugroho",,2015,Preliminary Study of Acceptance Analysis of SIMDA version 2.7 and its Impact on Users (Study: Provincial Government of Central Kalimantan)
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Data fusion and switching function for MAV navigation system,"M Faris, AI Cahyadi, HA Nugroho",,2014,Data fusion and switching function for MAV navigation system
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Ekstraksi Ciri Fovea Avascular Zone (Faz) Berbasis Wavelet pada Penderita Diabetic Retinopathy,"D Purnamasar, HA Nugroho, I Soesanti",,2014,Wavelet-Based Fovea Avascular Zone (Faz) Feature Extraction in Diabetic Retinopathy Patients
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Breast cancer diagnosis improvement using feature selection,"ES Wahyuni, NA Setiawan, HA Nugroho",,2014,Breast cancer diagnosis improvement using feature selection
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Smart automation for credit point compilation of instructor,"C Windarto, HA Nugroho, I Hidayah",,2014,Smart automation for credit point compilation of instructor
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,EVALUASI KESUKSESAN BILLING SYSTEM (Studi Kasus di RSUD. Dr. R. Soeprapto Cepu),"SY Fakih, WW Winarno, HA Nugroho",,2013,EVALUATION OF SUCCESS OF THE BILLING SYSTEM (Case Study at RSUD. Dr. R. Soeprapto Cepu)
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,BENTURAN KEPENTINGAN ANTARA PT DENGAN ORGAN DALAM RANGKA PENERAPAN PRINSIP GOOD CORPORATE GOVERNANCE STUDI DI PERUSAHAAN KELUARGA,H NUGROHO,,2013,CONFLICT OF INTEREST BETWEEN PT AND ORGANS IN THE IMPLEMENTATION OF GOOD CORPORATE GOVERNANCE STUDY PRINCIPLES IN FAMILY COMPANIES
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Grading of diabetic retinopathy severity by analysing foveal avascular zone in colour fundus images,"HN M. H. Ahmad Fadzil, N. F. Ngah, T. M. George, H. A",,2010,Grading of diabetic retinopathy severity by analysing foveal avascular zone in colour fundus images
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Contrast enhancement of retinal vasculature in digital fundus image,"MH Ahmad Fadzil, HA Nugroho, H Nugroho, IL Iznita",,2009,Contrast enhancement of retinal vasculature in digital fundus image
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Segmentation in Low Contrast Images,"LI Izhar, HA Nugroho",,2008,Segmentation in Low Contrast Images
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Contrast Enhancement of Retinal Blood Vessels using Independent Component Analysis,"PAV H. A. Nugroho, M. H. Ahmad Fadzil",,2008,Contrast Enhancement of Retinal Blood Vessels using Independent Component Analysis
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Komputer Untuk Aplikasi Jaringan Syaraf Tiruan Dalam Menirukan Kemampuan Pengendalian Manusia Terhadap Posisi Motor DC Dengan Pemrograman Delphi,HA Nugroho,,2006,Computers for Artificial Neural Network Applications in Mimicking the Ability of Human Control of DC Motor Positions with Delphi Programming
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,PERANCANGAN SISTEM PENJADWALAN TRANSPORTASI MULTIMODA DENGAN SISTEM REKOMENDASI,"T Satrio, WW Winarno, HA Nugroho, FTEUG Mada",,,DESIGN OF MULTIMODE TRANSPORT SCHEDULING SYSTEM WITH RECOMMENDATION SYSTEM
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Givted-Net: Ghostnet-Mobile Involution Vit Encoder-Decoder Network for Lightweight Medical Image Segmentation,"RDH Al-Fahsi, ANF Prawirosoenoto, HA Nugroho, I Ardiyanto",,,Givted-Net: Ghostnet-Mobile Involution Vit Encoder-Decoder Network for Lightweight Medical Image Segmentation
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,MODEL: SISTEM INFORMASI PARIWISATA KOTA SINGKAWANG DENGAN PENDEKATAN CITIZEN CENTRIC,"C Novyanti, A Djunaidi, HA Nugroho",,,MODEL: SINGKAWANG CITY TOURISM INFORMATION SYSTEM USING A CITIZEN CENTRIC APPROACH
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,STMIK AKAKOM Yogyakarta Indonesia Cosmas Haryawan STMIK AKAKOM Yogyakarta Indonesia Su-Cheng Haw MMU Malaysia Purwono Hendradi Universitas Muhammadiyah Magelang Indonesia …,"MH Abd Wahab, HA Nugroho, T Adji, S Ahmed, M Albano",,,STMIK AKAKOM Yogyakarta Indonesia Cosmas Haryawan STMIK AKAKOM Yogyakarta Indonesia Su-Cheng Haw MMU Malaysia Purwono Hendradi Muhammadiyah University Magelang Indonesia …
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,COMPUTER-AIDED DETECTION (CAD) BERBASIS INTENSITY CORRELATION ANALYSIS (ICA): DETEKSI MASSA PADA FILM DIGITALISASI MAMOGRAM,"L Choridah, NH Setyawan, F Najamuddin, HA Nugroho",,,COMPUTER-AIDED DETECTION (CAD) BASED ON INTENSITY CORRELATION ANALYSIS (ICA): MASS DETECTION IN MAMOGRAM DIGITALIZED FILM
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Improving Phoneme to Viseme Mapping for Indonesian Language,"A Rachman, R Hidayat, HA Nugroho",,,Improving Phoneme to Viseme Mapping for Indonesian Language
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,A Review on Face Anti-Spoofing,"RN Perdana, I Ardiyanto, HA Nugroho",,,A Review on Face Anti-Spoofing
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Pembandingan Tiga Nada Vokal/e/untuk Animasi Gerak Bibir,"A Rachman, R Hidayat, HA Nugroho",,,Comparison of Three Vocal Tones/e/ for Lip Movement Animation
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Sistem Monitoring dan Diagnosis Diabetic Retinopathy,HA Nugroho,,,Diabetic Retinopathy Monitoring and Diagnosis System
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Distance Matrix Based Keypoint Selection for Bag-of-Visual Words Model on Image Classification,"C Supriyanto, HA Nugroho, TB Adji",,,Distance Matrix Based Keypoint Selection for Bag-of-Visual Words Model on Image Classification
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Lung Sound Classification Using Hjorth Descriptor,"A Rizal, R Hidayat, HA Nugroho",,,Lung Sound Classification Using Hjorth Descriptor
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,"Mobile TV: Teknologi Multimedia, Tantangan, dan Peluang Bisnisnya","RZ Vado, E Nugroho, HA Nugroho",,,"Mobile TV: Multimedia Technology, Challenges and Business Opportunities"
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,"Pengembangan Sistem Identifikasi Multimodal Menggunakan Biometrika Wajah dan Telinga Berdasarkan Principal Component Analysis (PCA), Dimensi Fraktal, dan Lacunarity","D Suryadi, R Hidayat, HA Nugroho",,,"Development of a Multimodal Identification System Using Facial and Ear Biometrics Based on Principal Component Analysis (PCA), Fractal Dimensions, and Lacunarity"
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,MODEL ANALISIS PENERIMAAN PORTAL INFORMASI TERHADAP BUDAYA KERJA PEGAWAI PADA ORGANISASI PEMERINTAH,"J Sancoyo, WW Winarno, HA Nugroho",,,ANALYSIS MODEL OF INFORMATION PORTAL ACCEPTANCE OF EMPLOYEE WORK CULTURE IN GOVERNMENT ORGANIZATIONS
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Pengenalan Wajah dengan Menggunakan Dimensi Fraktal dan Neural Network,"D Suryadi, R Hidayat, HA Nugroho",,,Face Recognition Using Fractal Dimensions and Neural Networks
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Peranan Fitur Kontur Dan Slope Dalam Pengenalan Tanda Tangan Offline Dengan Dynamic Time Warping,"IDEK Ratri, HA Nugroho, TB Adji",,,The Role Of Contour And Slope Features In Offline Signature Recognition With Dynamic Time Warping
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Perbandingan Karakteristik Morfologi Inti nRBC (Nucleated Red Blood Cell) dengan 5 Jenis Sel Darah Putih,"HA Nugroho, ARD Putri",,,Comparison of Nucleated Red Blood Cell (nRBC) Morphological Characteristics with 5 Types of White Blood Cells
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Studi Perbandingan Metode Penilaian Kualitas Citra pada Citra Retina,"T Yulianti, HA Nugroho, NA Setiawan",,,Comparative Study of Image Quality Assessment Methods on Retina Images
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Model Perhitungan Bobot Jalur Optimal pada Kasus Pencarian Jalur Tercepat,"S Wiyono, TB Adji, HA Nugroho",,,Optimal Path Weight Calculation Model in the Fastest Path Search Case
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Kajian Teknik-teknik Data Mining untuk Diagnosis Penyakit Jantung Koroner,"D Normawati, HA Nugroho, NA Setiawan",,,Study of Data Mining Techniques for the Diagnosis of Coronary Heart Disease
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Ekstraksi Ciri Berbasis Wavelet Dan Klasifikasi Berbasis Logika Fuzzy Untuk Deteksi Dini Kanker Payudara Pada Citra Mammogram,"HR Fajrin, HA Nugroho",,,Wavelet Based Feature Extraction And Fuzzy Logic Based Classification For Early Detection Of Breast Cancer On Mammogram Imagery
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Analysis of texture for classification of breast cancer on mammogram images,"RLB H.A. Nugroho, H.R. Fajrin, I. Soesanti",,,Analysis of texture for classification of breast cancer on mammogram images
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,"High Performance Direct Torque Control of Induction Motor Drives: Problems and Improvements Nik Rumzi Nik Idris (UTM-PROTON Future Drive Laboratory, Universiti Teknologi …","HA Nugroho, A Aulia, D Khairani, RB Bahaweres, N Hakiem, ...",,,"High Performance Direct Torque Control of Induction Motor Drives: Problems and Improvements Nik Rumzi Nik Idris (UTM-PROTON Future Drive Laboratory, Universiti Teknologi …"
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,"Bambang Setiadi, 80 Budiarianto Kusumo, 80 Budiarianto Suryo Kusumo, 12 Cesar Ortega-Sanchez, 137 Della Fitrayani Budiono, 89","AA Khoirudin, A Nurhadiyatna, A Ramdan, AI Cahyadi, AH Saputro, ...",,,"Bambang Setiadi, 80 Budiarianto Kusumo, 80 Budiarianto Suryo Kusumo, 12 Cesar Ortega-Sanchez, 137 Della Fitrayani Budiono, 89"
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,E-Mail di Instansi Pemerintah: Model Analisis Faktor-faktor Yang Mempengaruhi Penggunaan dan Pengaruhnya Terhadap Produktivitas,"EN Cahyaningtyas, HA Nugroho, E Nugroho",,,E-Mail in Government Agencies: An Analysis Model of Factors Influencing Use and Their Effect on Productivity
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Model Viral Marketing dalam Diseminasi Pariwisata (Studi: Web Pariwisata Kabupaten Bantul),"RAMK Prihantiwi, HA Nugroho, WW Winarno",,,Viral Marketing Model in Tourism Dissemination (Study: Tourism Web of Bantul Regency)
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,Unjuk Kerja Biometrika Iris Mata Menggunakan Metode Edge Histogram Descriptor Untuk Aplikasi Keamanan,"D Kurnianto, I Soesanti, HA Nugroho",,,Iris Biometric Performance Using the Edge Histogram Descriptor Method for Security Applications
"Ir. Hanung Adi Nugroho, S.T., M.E., Ph.D., IPM.",Data & AI,HOVER POSITION CONTROL WITH FUZZY LOGIC,"B Sugiarto, E Djaelani, AA Daoud, AA Shaaban, SM Abuelenin, M Faris, ...",,,HOVER POSITION CONTROL WITH FUZZY LOGIC
